,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
524,,,ulcers_on_tongue,yellowing_of_eyes,burning_micturition,loss_of_appetite,,polyuria,,high_fever,dizziness,headache,weakness_in_limbs,,high_fever,headache,malaise,skin_rash,headache,dark_urine,malaise,nausea,fatigue,coma,fluid_overload,sweating,headache,breathlessness,irritation_in_anus,,swollen_blood_vessels,irritability,restlessness,slurred_speech,knee_pain,painful_walking,nausea,,,skin_peeling,high_fever
525,,,vomiting,itching,spotting_ urination,abdominal_pain,,fatigue,,breathlessness,loss_of_balance,blurred_and_distorted_vision,neck_pain,,yellowish_skin,nausea,red_spots_over_body,chills,constipation,nausea,receiving_blood_transfusion,loss_of_appetite,yellowish_skin,stomach_bleeding,vomiting,loss_of_appetite,swelled_lymph_nodes,sweating,constipation,,prominent_veins_on_calf,abnormal_menstruation,sweating,irritability,hip_joint_pain,muscle_weakness,spinning_movements,,,silver_like_dusting,blister
526,,,cough,vomiting,itching,passage_of_gases,,weight_loss,,family_history,lack_of_concentration,excessive_hunger,dizziness,,dark_urine,diarrhoea,itching,joint_pain,abdominal_pain,loss_of_appetite,receiving_unsterile_injections,yellowing_of_eyes,dark_urine,vomiting,yellowish_skin,mild_fever,malaise,malaise,pain_during_bowel_movements,,fatigue,weight_gain,diarrhoea,palpitations,swelling_joints,stiff_neck,loss_of_balance,,,small_dents_in_nails,red_sore_around_nose
527,,,chest_pain,yellowish_skin,skin_rash,internal_itching,,restlessness,,mucoid_sputum,headache,stiff_neck,loss_of_balance,,abdominal_pain,muscle_pain,fatigue,vomiting,diarrhoea,abdominal_pain,itching,family_history,nausea,fatigue,abdominal_pain,yellowing_of_eyes,phlegm,phlegm,pain_in_anal_region,,cramps,cold_hands_and_feets,fast_heart_rate,vomiting,painful_walking,swelling_joints,unsteadiness,,,inflammatory_nails,yellow_crust_ooze
528,,,stomach_pain,nausea,stomach_pain,vomiting,,lethargy,,fatigue,chest_pain,depression,back_pain,,itching,chills,lethargy,fatigue,toxic_look_(typhos),diarrhoea,fatigue,fatigue,loss_of_appetite,high_fever,swelling_of_stomach,swelled_lymph_nodes,throat_irritation,chest_pain,bloody_stool,,bruising,mood_swings,excessive_hunger,fatigue,joint_pain,movement_stiffness,vomiting,,,skin_rash,skin_rash
529,,,acidity,loss_of_appetite,burning_micturition,indigestion,,irregular_sugar_level,,cough,dizziness,irritability,weakness_in_limbs,,vomiting,vomiting,high_fever,high_fever,belly_pain,mild_fever,lethargy,yellowish_skin,abdominal_pain,yellowish_skin,distention_of_abdomen,malaise,redness_of_eyes,fast_heart_rate,irritation_in_anus,,obesity,lethargy,muscle_weakness,anxiety,neck_pain,painful_walking,headache,,,joint_pain,high_fever
530,,,ulcers_on_tongue,abdominal_pain,spotting_ urination,loss_of_appetite,,obesity,,high_fever,loss_of_balance,visual_disturbances,neck_pain,,fatigue,high_fever,headache,headache,chills,yellowing_of_eyes,yellowish_skin,nausea,yellowing_of_eyes,dark_urine,history_of_alcohol_consumption,phlegm,sinus_pressure,rusty_sputum,constipation,,swollen_legs,dizziness,irritability,sweating,knee_pain,muscle_weakness,nausea,,,skin_peeling,blister
531,,,vomiting,yellowing_of_eyes,itching,abdominal_pain,,excessive_hunger,,breathlessness,lack_of_concentration,acidity,dizziness,,weight_loss,sweating,loss_of_appetite,nausea,vomiting,muscle_pain,dark_urine,loss_of_appetite,joint_pain,nausea,fluid_overload,chest_pain,runny_nose,chills,pain_during_bowel_movements,,swollen_blood_vessels,puffy_face_and_eyes,abnormal_menstruation,nausea,hip_joint_pain,stiff_neck,spinning_movements,,,silver_like_dusting,red_sore_around_nose
532,,,cough,itching,skin_rash,passage_of_gases,,increased_appetite,,family_history,headache,indigestion,loss_of_balance,,high_fever,headache,mild_fever,loss_of_appetite,fatigue,vomiting,abdominal_pain,yellowing_of_eyes,vomiting,loss_of_appetite,vomiting,blood_in_sputum,congestion,fatigue,pain_in_anal_region,,prominent_veins_on_calf,enlarged_thyroid,mood_swings,blurred_and_distorted_vision,swelling_joints,swelling_joints,loss_of_balance,,,small_dents_in_nails,yellow_crust_ooze
533,,,chest_pain,vomiting,stomach_pain,internal_itching,,polyuria,,mucoid_sputum,chest_pain,headache,back_pain,,yellowish_skin,nausea,swelled_lymph_nodes,pain_behind_the_eyes,high_fever,yellowish_skin,yellow_urine,family_history,fatigue,abdominal_pain,yellowish_skin,chills,chest_pain,cough,bloody_stool,,fatigue,brittle_nails,weight_loss,excessive_hunger,painful_walking,movement_stiffness,unsteadiness,,,inflammatory_nails,skin_rash
534,,,stomach_pain,yellowish_skin,burning_micturition,vomiting,,fatigue,,fatigue,dizziness,blurred_and_distorted_vision,weakness_in_limbs,,dark_urine,diarrhoea,malaise,back_pain,headache,dark_urine,yellowing_of_eyes,fatigue,yellowish_skin,yellowing_of_eyes,abdominal_pain,vomiting,loss_of_smell,high_fever,irritation_in_anus,,cramps,swollen_extremeties,restlessness,drying_and_tingling_lips,joint_pain,painful_walking,vomiting,,,skin_rash,high_fever
535,,,acidity,nausea,spotting_ urination,indigestion,,weight_loss,,cough,loss_of_balance,excessive_hunger,neck_pain,,abdominal_pain,muscle_pain,red_spots_over_body,muscle_pain,nausea,nausea,malaise,yellowish_skin,dark_urine,acute_liver_failure,swelling_of_stomach,fatigue,muscle_pain,breathlessness,constipation,,bruising,depression,sweating,slurred_speech,neck_pain,muscle_weakness,headache,,,joint_pain,blister
536,,,ulcers_on_tongue,loss_of_appetite,itching,loss_of_appetite,,restlessness,,high_fever,lack_of_concentration,stiff_neck,dizziness,,itching,chills,itching,red_spots_over_body,abdominal_pain,loss_of_appetite,receiving_blood_transfusion,nausea,nausea,coma,distention_of_abdomen,cough,continuous_sneezing,sweating,pain_during_bowel_movements,,obesity,irritability,diarrhoea,irritability,knee_pain,stiff_neck,nausea,,,skin_peeling,red_sore_around_nose
537,,,vomiting,abdominal_pain,skin_rash,abdominal_pain,,lethargy,,breathlessness,headache,depression,loss_of_balance,,vomiting,vomiting,skin_rash,skin_rash,diarrhoea,abdominal_pain,receiving_unsterile_injections,loss_of_appetite,loss_of_appetite,stomach_bleeding,history_of_alcohol_consumption,high_fever,fatigue,malaise,pain_in_anal_region,,swollen_legs,abnormal_menstruation,fast_heart_rate,palpitations,hip_joint_pain,swelling_joints,spinning_movements,,,silver_like_dusting,yellow_crust_ooze
538,,,cough,yellowing_of_eyes,stomach_pain,passage_of_gases,,irregular_sugar_level,,family_history,chest_pain,irritability,back_pain,,fatigue,high_fever,lethargy,chills,toxic_look_(typhos),diarrhoea,itching,yellowing_of_eyes,abdominal_pain,joint_pain,fluid_overload,breathlessness,cough,phlegm,bloody_stool,,swollen_blood_vessels,fatigue,excessive_hunger,vomiting,swelling_joints,movement_stiffness,loss_of_balance,,,small_dents_in_nails,skin_rash
539,,,chest_pain,itching,burning_micturition,internal_itching,,blurred_and_distorted_vision,,mucoid_sputum,dizziness,visual_disturbances,weakness_in_limbs,,weight_loss,sweating,high_fever,joint_pain,belly_pain,mild_fever,fatigue,family_history,yellowing_of_eyes,fatigue,vomiting,sweating,high_fever,chest_pain,irritation_in_anus,,prominent_veins_on_calf,cold_hands_and_feets,muscle_weakness,fatigue,painful_walking,painful_walking,unsteadiness,,,inflammatory_nails,high_fever
540,,,stomach_pain,vomiting,spotting_ urination,vomiting,,excessive_hunger,,fatigue,loss_of_balance,acidity,neck_pain,,high_fever,headache,headache,vomiting,chills,yellowing_of_eyes,lethargy,fatigue,joint_pain,high_fever,yellowish_skin,loss_of_appetite,headache,fast_heart_rate,constipation,,fatigue,mood_swings,irritability,anxiety,joint_pain,muscle_weakness,vomiting,,,skin_rash,blister
541,,,acidity,yellowish_skin,itching,indigestion,,increased_appetite,,cough,lack_of_concentration,indigestion,dizziness,,yellowish_skin,nausea,loss_of_appetite,fatigue,vomiting,muscle_pain,yellowish_skin,yellowish_skin,vomiting,yellowish_skin,abdominal_pain,mild_fever,swelled_lymph_nodes,rusty_sputum,pain_during_bowel_movements,,cramps,lethargy,abnormal_menstruation,sweating,neck_pain,stiff_neck,headache,,,joint_pain,red_sore_around_nose
542,,,ulcers_on_tongue,nausea,skin_rash,loss_of_appetite,,polyuria,,high_fever,headache,headache,loss_of_balance,,dark_urine,diarrhoea,mild_fever,high_fever,fatigue,joint_pain,dark_urine,nausea,fatigue,dark_urine,swelling_of_stomach,yellowing_of_eyes,malaise,fatigue,pain_in_anal_region,,bruising,dizziness,fatigue,headache,knee_pain,swelling_joints,nausea,,,skin_peeling,yellow_crust_ooze
543,,,vomiting,loss_of_appetite,stomach_pain,abdominal_pain,,fatigue,,breathlessness,chest_pain,blurred_and_distorted_vision,back_pain,,abdominal_pain,muscle_pain,swelled_lymph_nodes,headache,high_fever,yellowish_skin,loss_of_appetite,loss_of_appetite,yellowish_skin,nausea,distention_of_abdomen,swelled_lymph_nodes,phlegm,cough,bloody_stool,,obesity,puffy_face_and_eyes,weight_loss,blurred_and_distorted_vision,hip_joint_pain,movement_stiffness,spinning_movements,,,silver_like_dusting,skin_rash
544,,,cough,abdominal_pain,burning_micturition,passage_of_gases,,weight_loss,,family_history,dizziness,excessive_hunger,weakness_in_limbs,,itching,chills,malaise,nausea,headache,dark_urine,yellow_urine,yellowing_of_eyes,dark_urine,loss_of_appetite,history_of_alcohol_consumption,malaise,throat_irritation,high_fever,irritation_in_anus,,swollen_legs,enlarged_thyroid,restlessness,excessive_hunger,swelling_joints,painful_walking,loss_of_balance,,,small_dents_in_nails,high_fever
545,,,chest_pain,yellowing_of_eyes,spotting_ urination,internal_itching,,restlessness,,mucoid_sputum,loss_of_balance,stiff_neck,neck_pain,,vomiting,vomiting,red_spots_over_body,loss_of_appetite,nausea,nausea,yellowing_of_eyes,family_history,nausea,abdominal_pain,fluid_overload,phlegm,redness_of_eyes,breathlessness,constipation,,swollen_blood_vessels,brittle_nails,sweating,drying_and_tingling_lips,painful_walking,muscle_weakness,unsteadiness,,,inflammatory_nails,blister
546,,,stomach_pain,itching,,vomiting,,lethargy,,fatigue,lack_of_concentration,depression,dizziness,,fatigue,high_fever,itching,pain_behind_the_eyes,constipation,loss_of_appetite,malaise,fatigue,loss_of_appetite,yellowing_of_eyes,vomiting,chest_pain,sinus_pressure,sweating,pain_during_bowel_movements,,prominent_veins_on_calf,swollen_extremeties,diarrhoea,slurred_speech,joint_pain,stiff_neck,vomiting,,,skin_rash,red_sore_around_nose
547,,,acidity,vomiting,,indigestion,,irregular_sugar_level,,cough,headache,irritability,loss_of_balance,,weight_loss,sweating,skin_rash,back_pain,diarrhoea,abdominal_pain,receiving_blood_transfusion,yellowish_skin,abdominal_pain,acute_liver_failure,yellowish_skin,blood_in_sputum,runny_nose,malaise,pain_in_anal_region,,fatigue,depression,fast_heart_rate,irritability,neck_pain,swelling_joints,headache,,,joint_pain,yellow_crust_ooze
548,,,ulcers_on_tongue,yellowish_skin,,loss_of_appetite,,blurred_and_distorted_vision,,high_fever,chest_pain,visual_disturbances,back_pain,,high_fever,headache,fatigue,malaise,toxic_look_(typhos),diarrhoea,receiving_unsterile_injections,nausea,yellowing_of_eyes,coma,abdominal_pain,chills,congestion,phlegm,bloody_stool,,cramps,irritability,excessive_hunger,palpitations,knee_pain,movement_stiffness,nausea,,,skin_peeling,skin_rash
549,,,vomiting,nausea,,abdominal_pain,,obesity,,breathlessness,dizziness,acidity,weakness_in_limbs,,yellowish_skin,nausea,high_fever,red_spots_over_body,belly_pain,mild_fever,itching,loss_of_appetite,joint_pain,stomach_bleeding,swelling_of_stomach,vomiting,chest_pain,chest_pain,irritation_in_anus,,bruising,abnormal_menstruation,muscle_weakness,vomiting,hip_joint_pain,painful_walking,spinning_movements,,,silver_like_dusting,high_fever
550,,,cough,loss_of_appetite,,passage_of_gases,,increased_appetite,,family_history,loss_of_balance,indigestion,neck_pain,,dark_urine,diarrhoea,headache,skin_rash,chills,yellowing_of_eyes,fatigue,yellowing_of_eyes,vomiting,joint_pain,distention_of_abdomen,fatigue,loss_of_smell,fast_heart_rate,constipation,,obesity,fatigue,irritability,fatigue,swelling_joints,muscle_weakness,loss_of_balance,,,small_dents_in_nails,blister
551,,,chest_pain,abdominal_pain,,internal_itching,,polyuria,,mucoid_sputum,lack_of_concentration,headache,dizziness,,abdominal_pain,muscle_pain,loss_of_appetite,chills,vomiting,muscle_pain,lethargy,family_history,fatigue,vomiting,history_of_alcohol_consumption,weight_loss,muscle_pain,rusty_sputum,pain_during_bowel_movements,,swollen_legs,weight_gain,abnormal_menstruation,anxiety,painful_walking,stiff_neck,unsteadiness,,,inflammatory_nails,red_sore_around_nose
552,,,stomach_pain,yellowing_of_eyes,,vomiting,,fatigue,,fatigue,,blurred_and_distorted_vision,loss_of_balance,,itching,chills,mild_fever,joint_pain,fatigue,joint_pain,yellowish_skin,fatigue,yellowish_skin,high_fever,fluid_overload,high_fever,continuous_sneezing,chills,pain_in_anal_region,,swollen_blood_vessels,mood_swings,fatigue,sweating,joint_pain,swelling_joints,vomiting,,,skin_rash,yellow_crust_ooze
553,,,acidity,itching,,indigestion,,weight_loss,,cough,,excessive_hunger,back_pain,,vomiting,vomiting,swelled_lymph_nodes,vomiting,high_fever,vomiting,dark_urine,yellowish_skin,dark_urine,yellowish_skin,vomiting,breathlessness,chills,cough,bloody_stool,,prominent_veins_on_calf,lethargy,mood_swings,headache,neck_pain,movement_stiffness,headache,,,joint_pain,skin_rash
554,,,ulcers_on_tongue,vomiting,,loss_of_appetite,,restlessness,,high_fever,,stiff_neck,weakness_in_limbs,,fatigue,high_fever,malaise,fatigue,headache,dark_urine,loss_of_appetite,nausea,nausea,dark_urine,yellowish_skin,sweating,cough,high_fever,irritation_in_anus,,fatigue,dizziness,restlessness,nausea,knee_pain,painful_walking,nausea,,,skin_peeling,high_fever
555,,,vomiting,yellowish_skin,,abdominal_pain,,lethargy,,breathlessness,,depression,neck_pain,,weight_loss,sweating,red_spots_over_body,high_fever,nausea,nausea,abdominal_pain,loss_of_appetite,loss_of_appetite,nausea,abdominal_pain,loss_of_appetite,high_fever,breathlessness,constipation,,cramps,puffy_face_and_eyes,sweating,excessive_hunger,hip_joint_pain,muscle_weakness,spinning_movements,,,silver_like_dusting,blister
556,,,cough,nausea,,passage_of_gases,,irregular_sugar_level,,family_history,,irritability,dizziness,,high_fever,headache,itching,headache,constipation,loss_of_appetite,yellowing_of_eyes,yellowing_of_eyes,abdominal_pain,loss_of_appetite,swelling_of_stomach,mild_fever,headache,sweating,pain_during_bowel_movements,,bruising,enlarged_thyroid,diarrhoea,drying_and_tingling_lips,swelling_joints,stiff_neck,loss_of_balance,,,small_dents_in_nails,red_sore_around_nose
557,,,chest_pain,loss_of_appetite,,internal_itching,,blurred_and_distorted_vision,,mucoid_sputum,,visual_disturbances,loss_of_balance,,yellowish_skin,nausea,skin_rash,nausea,abdominal_pain,abdominal_pain,malaise,family_history,yellowing_of_eyes,abdominal_pain,distention_of_abdomen,yellowing_of_eyes,swelled_lymph_nodes,malaise,pain_in_anal_region,,obesity,brittle_nails,fast_heart_rate,slurred_speech,painful_walking,swelling_joints,unsteadiness,,,inflammatory_nails,yellow_crust_ooze
558,,,stomach_pain,abdominal_pain,,vomiting,,obesity,,fatigue,,acidity,,,dark_urine,diarrhoea,fatigue,loss_of_appetite,toxic_look_(typhos),diarrhoea,receiving_blood_transfusion,fatigue,joint_pain,yellowing_of_eyes,history_of_alcohol_consumption,swelled_lymph_nodes,malaise,phlegm,bloody_stool,,swollen_legs,swollen_extremeties,excessive_hunger,irritability,joint_pain,movement_stiffness,vomiting,,,skin_rash,
559,,,acidity,yellowing_of_eyes,,indigestion,,excessive_hunger,,cough,,indigestion,,,abdominal_pain,muscle_pain,lethargy,pain_behind_the_eyes,belly_pain,mild_fever,receiving_unsterile_injections,yellowish_skin,vomiting,acute_liver_failure,fluid_overload,malaise,phlegm,chest_pain,irritation_in_anus,,swollen_blood_vessels,depression,muscle_weakness,palpitations,neck_pain,painful_walking,headache,,,joint_pain,
560,,,ulcers_on_tongue,itching,,loss_of_appetite,,increased_appetite,,high_fever,,headache,,,itching,chills,headache,back_pain,chills,yellowing_of_eyes,itching,nausea,fatigue,coma,vomiting,phlegm,throat_irritation,fast_heart_rate,constipation,,prominent_veins_on_calf,irritability,irritability,vomiting,knee_pain,muscle_weakness,nausea,,,skin_peeling,
561,,,vomiting,vomiting,,abdominal_pain,,polyuria,,breathlessness,,blurred_and_distorted_vision,,,vomiting,vomiting,loss_of_appetite,malaise,vomiting,muscle_pain,fatigue,loss_of_appetite,yellowish_skin,stomach_bleeding,yellowish_skin,chest_pain,redness_of_eyes,rusty_sputum,pain_during_bowel_movements,,fatigue,abnormal_menstruation,abnormal_menstruation,fatigue,hip_joint_pain,stiff_neck,spinning_movements,,,silver_like_dusting,
562,,,cough,yellowish_skin,,passage_of_gases,,fatigue,,family_history,,excessive_hunger,,,fatigue,high_fever,mild_fever,muscle_pain,fatigue,joint_pain,lethargy,yellowing_of_eyes,dark_urine,joint_pain,abdominal_pain,blood_in_sputum,sinus_pressure,chills,pain_in_anal_region,,cramps,fatigue,fatigue,anxiety,swelling_joints,swelling_joints,loss_of_balance,,,small_dents_in_nails,
563,,,chest_pain,nausea,,internal_itching,,weight_loss,,mucoid_sputum,,stiff_neck,,,weight_loss,sweating,swelled_lymph_nodes,skin_rash,high_fever,vomiting,yellowish_skin,family_history,nausea,vomiting,swelling_of_stomach,chills,runny_nose,fatigue,bloody_stool,,bruising,weight_gain,mood_swings,sweating,painful_walking,movement_stiffness,unsteadiness,,,inflammatory_nails,
564,,,stomach_pain,loss_of_appetite,,vomiting,,restlessness,,fatigue,,depression,,,high_fever,headache,malaise,chills,headache,yellowish_skin,dark_urine,fatigue,loss_of_appetite,fatigue,distention_of_abdomen,vomiting,congestion,high_fever,irritation_in_anus,,obesity,cold_hands_and_feets,weight_loss,headache,joint_pain,painful_walking,vomiting,,,skin_rash,
565,,,acidity,abdominal_pain,,indigestion,,lethargy,,cough,,irritability,,,yellowish_skin,nausea,red_spots_over_body,joint_pain,nausea,nausea,loss_of_appetite,yellowish_skin,abdominal_pain,yellowish_skin,history_of_alcohol_consumption,fatigue,chest_pain,breathlessness,constipation,,swollen_legs,lethargy,sweating,nausea,neck_pain,muscle_weakness,headache,,,joint_pain,
566,,,ulcers_on_tongue,yellowing_of_eyes,,loss_of_appetite,,irregular_sugar_level,,high_fever,,visual_disturbances,,,dark_urine,diarrhoea,itching,vomiting,constipation,loss_of_appetite,abdominal_pain,nausea,yellowing_of_eyes,dark_urine,fluid_overload,weight_loss,loss_of_smell,sweating,pain_during_bowel_movements,,swollen_blood_vessels,dizziness,diarrhoea,blurred_and_distorted_vision,knee_pain,stiff_neck,nausea,,,skin_peeling,
